quote,author,emotion
"Three days of eating our food and her smell will go away. And if she doesn't work hard, roast her, boil her, do whatever you want. Now get back to work!",Haku,motivation
I finally get a bouquet and it's a goodbye present. That's depressing.,Chihiro Ogino,mindfulness
"FUCK YOU. I'm human, the real deal, right down to the fuckin' marrow of my bones. Don't lump me together with you faggot-ass monsters.",Guts,general
If you're always worried about crushing the ants beneath you... you won't be able to walk.,Guts,general
"Death on the battlefield comes regardless of class, royal or common. The loser must die!",Griffith,grief
In the end the winner is still the last man standing.,Guts,general
"I don't want what another man can give me. If he grants me anything, then it's his to give and not my own.",Guts,general
"Could you settle for a smile, and a fond farewell?",Guts,happiness
"For me to call a man my friend, he must be equal to me in all respects.",Griffith,general
I'd rather fight for my life than live it.,Guts,general
"Throughout my life, the moments, and people who have defined me... they have all been illuminated by sparks.",Guts,general
"A dream... It's something you do for yourself, not for others.",Griffith,motivation
"He appeared right in front of me, and he wasn't a demon... but what looked like a human. As if he'd been yanked from before into the present unchanged. I gazed at him and for a second... I forgot to kill him.",Guts,mindfulness
I want out of this damn moat!,Guts,general
When you meet your God tell him to leave me alone.,Guts,grief
"You have the strongest armour, because you are the weakest!",Guts,general
"My place really was here. I was too foolish and stubborn to notice. But, what I truly hoped for then was here. Why do I always realize it... when I've already lost it.",Guts,grief
You're going to be all right. You just stumbled over a stone in the road. It means nothing. Your goal lies far beyond this. Doesn't it? I'm sure you'll overcome this. You'll walk again... soon.,Guts,motivation
"Stake your lives on this fight! Our survival demands that we stake our lives on this fight! And to survive, is to be victorious!",Griffith,general
Every sword belongs in its sheath. Go back to the sheath your master holds. Go back to Griffith.,Guts,general
Humans are weak... but we want to live. Even if we're wounded... or tortured... we feel the pain.,Guts,grief
"Do whatever you want now. But if you disturb me, I'll kill you.",Guts,general
A friend would not just follow another's dream... a friend would find his own reason to live.,Griffith,motivation
Let's have a drink. Hh shut up... The alcohol will disinfect me from the inside!,Guts,general
"Among thousands of comrades and ten thousand enemies, only you... only you made me forget my dream. I see it!",Griffith,motivation
"You're right, we are mortal and fragile. But even if we are tortured or wounded, we'll fight to survive. You should feel the pain we feel and understand. I am the messenger that will deliver you to that pain and understanding.",Guts,grief
An oasis for my withered heart in this harsh reality.,Risa Koizumi,love
"Thanks a lot, dream wrecker.",Vash the Stampede,motivation
I bet dead people are easier to get along with.,Crona,general
"Just look at it Liz, Patti, just look at how the clouds are! Flowing right towards the sun! It's so beautiful, even the sky is symmetrical!",Death the Kid,general
Victory and Glory!,Excalibur,general
"About the 1,000 provisions that you are required to observe. Now I would like for you to participate in the most important provision. Number 452 the 5 hour story telling party.",Excalibur,depression
Reaper Combat Art: Mortal Sin Stance.,Death the Kid,general
Excalibur! Excalibur! From the United K! I'm looking for heaven! I'm going to California!,Excalibur,general
"You disgust me. I am a Grim Reaper, I refuse to grant anyone the freedom to kill!",Death the Kid,general
FOOL! As someone who is unaware of the vital role that singing has played in the cultural history of mankind you are in no position to question me. Remember that the next time you stop to consider your place in this world. You do not possess the power to deny a singer his song. Do you understand what I'm telling you?,Excalibur,wisdom
"Thus at long last the fighting between the rival gangs had ended! To sum up, this leads us to number 778 of the 1,000 provisions you must observe. Never mail a letter without the return address or the proper postage. And don't call collect.",Excalibur,depression
I'm going to keep fighting until this world is the way it should be. Until the world is balanced.,Death the Kid,general
"I was all dried up. Yes, nothing could satisfy me anymore. I was but a shell of a man. An unspeakable emptiness grew deep within my heart. I became frustrated, sad, hollow. The gapping hole inside of me was growing larger everyday. Slowly consuming me from the inside out. At least until that day came.",Excalibur,depression
"To sum up, that is what led to number 679 of the 1,000 provisions you must observe. Always place a dehumidifier in your room.",Excalibur,depression
"I can't lose weight, I don't know how to deal with being any skinnier than I already am.",Crona,general
"I do not deny evil, nor do I believe that any human is completely free of malice. Everything must be in balance. As long as evil and good maintain an equilibrium in this world, there is no problem. Perfect balance is the key to everything.",Death the Kid,hope
"SILENCE! This is number 349 of the 1,000 provisions you must observe. Meisters should eat everything regardless of personal likes and dislikes. Never say anything as selfish as ""I don't like carrots."" again.",Excalibur,depression
"I hate, hate, hate everyone.",Crona,general
"I partnered with these two specifically so something like this wouldn't happen. I need symmetry! Maybe I should have listened to my father. He tried to pick out a good weapon for me, but I refused to listen to him! Stubborn! All I cared about, all I wanted was symmetry! Two symmetrical weapons! Was that so much to ask for?! And now all my efforts have been completely and utterly wasted! Damn it!",Death the Kid,love
"This brings us to number 278 of the 1,000 provisions you must observe. I hate carrots. Never even think about putting them in my food, you get it?",Excalibur,depression
"It's quite basic actually, perhaps the simplest of tricks there is. True it may not seem so simple from an ordinary persons point of view, some people may even consider it a baffling, utterly perplexing problem. Things will often appear complicated on the outside while in truth they are simplicity itself. Of course how one sees these things depends on the person, many people find there is a fine line separating the complex to the very simple.",Excalibur,wisdom
I'm scared of everyone. I need to learn to deal with people better.,Crona,anxiety
Get your ass moving Kid!,Patricia Thompson,general
If you want to do damage to the other ship you have to ram them in the middle! Now do it again!,Death the Kid,general
"One must take time to think! Rushing forward without considering things beforehand is the hight of foolishness. Ahh yes, that reminds me of another time when I had to consider things, that case was long ago but I remember it still. It was back when I still hung my hat on Bakers St. and called it home.",Excalibur,mindfulness
Thus I found myself carrying the entire weight of the troop as I preformed my dance before a capacity crowd at the opera house.,Excalibur,general
There are stars and planets floating around me. I don't think I could handle astronomy right now.,Crona,mindfulness
"Row, row, row your boat, gently down the stream. Merrily, merrily, merrily, merrily, life is but a dream.",Patricia Thompson,motivation
We're hunting after a legendary sword. Finding a fairy or two shouldn't be surprising.,Death the Kid,general
"A symphony can not be created using common sense and probabilities. It is already written in the fate of the composer. No... that's not it. A symphony is the inevitable result of a bad childhood, deafness, and too many beans eaten after a certain time of day.",Excalibur,general
